"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENTPD1",539.602211064212,0.739111200136701,0.362341786147533,0.000310352168227613,0.0191608688513224
"LIMD2",152.379374851038,0.737743999338032,0.377503864636849,0.000357296060323939,0.020942653364416
"ARHGAP15",96.1341046055036,0.730295991994267,0.478658978159418,0.000771573335782828,0.0364929728728178
"CORO1A",383.89279263465,0.729726457738468,0.345840691261047,0.000275249102128419,0.0178661670805565
"EVI2B",195.39335955654,0.718083450364065,0.484024725481268,0.000834746606718583,0.0389200605382539
"ALOX5AP",289.815857069758,0.714161909949924,0.413898003132799,0.000524961007137864,0.0277924517714407
"PPP1R18",571.73452451383,0.711457077626227,0.201747093124521,2.92461700546136e-05,0.00410246276013947
"DOCK10",341.113001290576,0.70869972016315,0.423803125038132,0.000577094928810032,0.0297017945506417
"PLEK",502.754441232727,0.7049494457995,0.376868446506905,0.000403449867958165,0.0232330499401032
"LINC01094",75.2340138961186,0.700273855765828,0.528652694990707,0.00115539902810172,0.0492530099979362
"SRGN",2023.88228592462,0.62011561849438,0.320558648052574,0.000335771010427625,0.0202598302321257
"CASP4",991.426234127194,0.60274155008103,0.267435700649754,0.000194911697516148,0.0145404126347046
"PLCB2",199.989136369099,0.588017038481171,0.382125632842657,0.000680038713030261,0.0329227001718367
"MAP3K8",190.303665619526,0.572950484045766,0.370534445208402,0.0006588887371523,0.0322796476243091
"RAB8B",601.790706629781,0.539885243046497,0.338919206957533,0.000575386413916915,0.0297017945506417
"TGM2",7237.78302347554,0.538208048450567,0.333639010668803,0.000551252510811111,0.028812599386726
"CD68",1886.8087087315,0.529049312371048,0.389205028807721,0.0009416120066719,0.0424553193777451
"RGS10",166.902830656072,0.502942003897408,0.388666045692526,0.00106474001151091,0.0465987015171122
"XIRP2",42.2323277433887,-0.547410227648591,0.985442076554003,0.000944657662591334,0.0424759494752027
"GNAI1",673.160302263238,-0.615177972850264,0.302110809030517,0.000281180292091368,0.018056777794511
"C5",4485.52473515115,-0.75391713063295,0.568933049980124,0.00116371781688165,0.04947911090845
"FGFR3",573.997986828914,-0.801525084949132,0.422967105304161,0.000406925814696366,0.0233512813664222
"FOXA1",430.183454984093,-1.01291960253516,0.243517630857716,7.8586406190056e-06,0.00134350010249083
"IGFBP1",427.335685278387,-1.0164996891976,0.830444260116606,0.00112882029858864,0.0484979024618762
"IGF1",601.924505323323,-1.02675326877545,0.820617536217274,0.0010774200875419,0.0467794139596234
"KNG1",7431.95967885429,-1.03020946846816,0.857776754500811,0.001125159092973,0.0484674830285376
"CYP2D6",356.842754134919,-1.03825706337264,0.921935649944455,0.00114892274788024,0.0492326896559019
"RPTN",48.3884803808718,-1.05050967192494,1.14955069834263,0.000578409167552697,0.0297017945506417
"RORC",851.818670886977,-1.05293360538705,0.306397726885471,3.70157685387332e-05,0.00486002234606152
"LBP",2653.69208459158,-1.05337662051108,0.739697801430197,0.000830436365124767,0.0388584160961533
"UGT2B7",3108.46537492355,-1.05390240480231,0.827398226078003,0.00100500570419255,0.0443391226269036
"PON1",1292.65809518267,-1.0566593990573,0.799403554363203,0.000947335594858548,0.0424799775486844
"HSD17B13",1729.35894997646,-1.05766984930352,0.945513365810058,0.00108749695997221,0.0470923485674511
"GLDC",494.392336327807,-1.05927073927014,0.749609386705994,0.000837724067536303,0.0389482362504414
