pathway,pval,padj,log2err,ES,NES,size,leadingEdge
HALLMARK_ADIPOGENESIS,9.9037255892282e-10,1.65062093153803e-08,0.788186810800237,-0.556301958553342,-1.95175157981101,193,SDHC|DHRS7B|NDUFS3|BCL2L13|PDCD4|UQCRC1|COX6A1|SAMM50|UQCR10|MDH2|PPM1B|COQ9|AIFM1|GHITM|ACO2|ESYT1|DHRS7|MTCH2|NMT1|UQCRQ|NDUFB7|SLC25A1|RETSAT|ELMOD3|IDH3A|PRDX3|SUCLG1|COQ5|GPX4|COQ3|DLD|BCKDHA|ARAF|ENPP2|REEP5|CD36|UQCR11|ATL2|MGST3|AK2|NDUFAB1|RNF11|SDHB|UBQLN1|FZD4|COX7B|UCK1|NKIRAS1|COX8A|SLC25A10|ANGPT1|PEX14|IDH1|MCCC1|GBE1|ACOX1|PTCD3|IMMT|CMPK1|POR|SCARB1|PREB|DECR1|CMBL|ESRRA|ABCB8|DBT|ITSN1|MRPL15|DHCR7|NDUFA5|ABCA1|TST|ECHS1|CHCHD10|MAP4K3|QDPR|HIBCH|PGM1|SOD1|HADH|ETFB|CYC1|CS|ADIPOR2|CRAT|CHUK|STOM|LTC4S|PFKL|CAT|OMD|ACADM|IFNGR1|ACADS|SCP2|PEMT|SULT1A1|CPT2|ALDH2|GPHN|ECH1|GRPEL1|FABP4|FAH|SLC5A6|ACLY|CCNG2|PHYH|REEP6|JAGN1|ME1|DDT|SOWAHC
HALLMARK_ALLOGRAFT_REJECTION,1.47817368177307e-05,0.000147817368177307,0.593325476396405,-0.477651682971974,-1.67581187250224,193,AKT1|IL2RB|PTPN6|EIF5A|GALNT1|MTIF2|IL27RA|CCL5|CD3D|ACVR2A|ST8SIA4|TIMP1|IL1B|CXCL9|NME1|HIF1A|RPS3A|STAB1|CD28|CD2|CCL4|PTPRC|CD3E|RPL9|IL16|SRGN|CD247|NCF4|CCR5|CD8B|IL10|WAS|GZMA|ZAP70|NCK1|DYRK3|HCLS1|RPS9|CD40LG|ETS1|CTSS|EIF3D|CCR1|STAT1|SPI1|CD3G|TLR6|CD96|GZMB|PRF1|IGSF6|CD7|FASLG|LCP2|RPL39|CD8A|LYN|CD86|CD4|ITK|LTB|IRF8|IL15|ITGAL|HLA-DRA|FAS|STAT4|MMP9|PRKCB|TLR1|HLA-DMB|MAP4K1|B2M|CD79A|IFNGR1|NOS2|CFP|LY86|HLA-E|CXCL13|APBB1|PF4|C2|HLA-DMA|PSMB10|UBE2D1|SIT1|IL7|ITGB2|GPR65|NLRP3|CCR2|CD74|TLR3|TRAT1|ABCE1|SOCS5|F2R|IRF4
HALLMARK_ANDROGEN_RESPONSE,0.0791788856304985,0.146627565982405,0.191892240384838,-0.395540930857334,-1.27092995743533,96,AKT1|PTPN21|NCOA4|SAT1|DBI|IDI1|HMGCS1|NGLY1|PDLIM5|VAPA|ANKH|MAF|HMGCR|XRCC6|GNAI3|SLC38A2|MERTK|RAB4A|HERC3|SLC26A2|CAMKK2|APPBP2|STEAP4|ELK4|SGK1|SORD|RPS6KA3|DHCR24|ACSL3|TNFAIP8|CDC14B|B2M|UAP1|PTK2B|IQGAP2|ZBTB10|GSR|AZGP1|LMAN1
HALLMARK_ANGIOGENESIS,0.0336717344201498,0.0935325956115272,0.321775918075361,0.496911770617099,1.45123988780051,36,STC1|THBD|OLR1|PTK2|TNFRSF21|APP|VEGFA|JAG1|PDGFA|POSTN|JAG2|S100A4|FGFR1|COL3A1
HALLMARK_APICAL_JUNCTION,0.0728057759529805,0.144564169664863,0.287805130535564,0.372362079432636,1.40714189772263,193,EXOC4|PCDH1|VCL|LAMA3|CDH1|LAMB3|RASA1|PTK2|ACTN4|RRAS|NLGN3|LAMC2|ITGA3|ADAM9|ACTB|AMIGO2|KCNH2|MDK|SRC|ITGA2|NF1|CTNND1|RHOF|ACTG2|TJP1|VASP|MAPK13|MPZL1|PPP2R2C|ICAM5|ITGB4|YWHAH|SPEG|INPPL1|ALOX15B|ADAM23|NLGN2|CLDN4|FSCN1|PARVA|CADM3|CERCAM|PIK3CB|CTNNA1|TMEM8B|PLCG1|MYH9|B4GALT1|PKD1|LAYN|VWF|CNTN1|CLDN9|JUP|CLDN7|MAP4K2|CDH3|COL17A1|CNN2|ITGB1|ZYX|ADAM15|ACTG1|MYL9|FLNC|SKAP2|GTF2F1
HALLMARK_APICAL_SURFACE,0.41005291005291,0.523097826086957,0.106729884364606,0.325475550516996,1.00715431045549,43,EFNA5|NCOA6|DCBLD2|APP|HSPB1|TMEM8B|PLAUR|B4GALT1|BRCA1
HALLMARK_APOPTOSIS,0.108182466758834,0.186521494411783,0.287805130535564,0.322648905580157,1.19856409214823,159,BCL2L1|ENO2|IGFBP6|JUN|CFLAR|ATF3|TXNIP|SLC20A1|BTG3|PTK2|ROCK1|MADD|LMNA|IER3|PAK1|IL1A|TIMP2|CAV1|APP|HSPB1|PLAT|CTNNB1|LGALS3|PPP2R5B|EMP1|KRT18|RELA|BIRC3|PMAIP1|XIAP|AIFM3|TOP2A|BMP2|HMGB2|BCL10|CASP2|CDC25B|TGFB2|WEE1|GNA15|CASP8|BRCA1|CD44|MCL1|ANXA1|CCND1|TAP1|SMAD7|NEDD9
HALLMARK_BILE_ACID_METABOLISM,0.00281384062946593,0.0127901846793906,0.431707695803346,-0.455293662797569,-1.49273993446986,112,PRDX5|OPTN|GSTK1|IDH2|FDXR|PEX13|HSD3B7|RETSAT|IDI1|NEDD4|PEX19|LONP2|GCLM|NUDT12|CROT|ALDH9A1|PEX11A|ISOC1|IDH1|ABCD3|AMACR|PAOX|ABCA2|PEX12|ABCA1|HSD17B4|DHCR24|SOD1|MLYCD|PXMP2|ALDH1A1|RXRA|CYP7B1|SLC27A2|CAT|HACL1|PEX11G|NR3C2|SCP2|ABCA5|SLC23A2|PECR|PHYH|FADS2|BMP6|EPHX2|SULT1B1|ABCA4|ABCA9|PNPLA8|NR1H4|HSD17B11|TTR|PIPOX|ABCG8|ABCA8|GC|NR1I2|GNPAT|ABCA6|AR|SOAT2|NR0B2|CYP39A1|CYP46A1
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.308510638297872,0.405935050391937,0.0905428948469474,-0.354911365007802,-1.09917771725839,73,GUSB|GNAI1|FBXO6|PMVK|IDI1|HMGCS1|STARD4|PNRC1|ANXA13|FDPS|ACAT2|PCYT2|HMGCR|MVK|HSD17B7|ALCAM|LSS|NFIL3|ABCA2|DHCR7|TP53INP1|EBP|LGMN|TMEM97|CPEB2|GSTM2|ACSS2|NSDHL|SC5D|CYP51A1
HALLMARK_COAGULATION,0.848056537102474,0.88339222614841,0.0813027345384498,0.234789660664822,0.854627376097751,138,LTA4H|CAPN2|FYN|SERPINE1|KLF7|THBD|OLR1|CSRP1|CTSE|ADAM9|PLAU|MMP14|ITGA2|PLAT|CD9|PDGFB|RAC1|MMP11|MAFF|THBS1|ANXA1|CRIP2|VWF
