"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"HIST1H1B",946.871599617424,0.819549778243647,0.445947660836259,0.000417648156781715,0.0235573792515527
"LAPTM5",2021.43834618618,0.818026621939981,0.513958557224723,0.000653682360614047,0.0334033735434783
"CD163",913.716192263713,0.817596275021801,0.559636267650232,0.000837907471235082,0.0404104428656895
"TMSB4X",11457.83425538,0.81647245160259,0.292960131325372,8.46810035999841e-05,0.00707889763940175
"CTSC",2968.73631678942,0.81141336870958,0.211013231018941,1.07711625276056e-05,0.00154018175756578
"ZNF683",9.69051622845888,0.801177907619545,1.15499500080337,0.000914771057283876,0.0432222695790854
"PDE7A",300.974443951313,0.767310930765342,0.194905924241573,7.87875225171526e-06,0.00123491865822318
"IRF1",1520.17486378764,0.765210031247218,0.358327385291346,0.000242713500968169,0.0164853032470088
"TBXAS1",250.375165588314,0.75313586554833,0.438111864692997,0.000507401864227398,0.0272975504579895
"SH3BGRL",855.349081928005,0.72934702138151,0.262072483715406,7.80137705569091e-05,0.00676332390241734
"HLA-E",7818.82217734466,0.702015257302108,0.2198256650435,3.54973394913068e-05,0.00370924442979354
"BLVRA",242.780192102601,0.64934896681323,0.30940716422881,0.000234946387214327,0.0162282248219523
"RAC2",329.132080813507,0.637372591168977,0.312663158155267,0.000258837772322594,0.0171516850676041
"HIST1H4D",321.544235801194,0.63100530836767,0.435825962550571,0.000826016992605243,0.0400741160608871
"GIMAP2",194.013928327818,0.630600721242811,0.418417104288495,0.000726815056321727,0.0367944479288835
"GM2A",1319.95528553193,0.624770235308035,0.448279237175662,0.000927620131071515,0.0434971227444499
"RFX5",680.165224642299,0.509587282545492,0.264160512240872,0.000276172563514744,0.0178491920264377
"ADRBK2",309.539871028564,0.504622557651558,0.3841891892977,0.00102741031191749,0.0471769450551182
"PTPRF",4015.2778624943,-0.530572195584608,0.363863786686853,0.000748272983732852,0.0376029450842296
"MALAT1",44575.4895275362,-0.569145352247282,0.28979988574829,0.000276258396750059,0.0178491920264377
"EHBP1",866.324206247378,-0.572773706533372,0.297589004803755,0.000298841693867389,0.0188085654507039
"SYT12",208.487730596749,-0.586316591495783,0.424743492793097,0.000933930001874577,0.0434971227444499
"PITPNM2",215.145976292343,-0.638107085196778,0.437900236851174,0.00081268537962945,0.0397045858077327
"WWP1",1122.50326653917,-0.650638975528122,0.229877275134739,6.40641913190553e-05,0.00583413621615598
"DNHD1",122.310419115947,-0.658126487817327,0.419338244168436,0.000649014351049654,0.0332691287310076
"MTSS1L",509.400206225904,-0.678559016137112,0.381448310779154,0.000434844368816173,0.0241924848330117
"EXPH5",860.872001640847,-0.679893673937583,0.188061527957857,1.39325817934424e-05,0.00183157270818471
"ALPK3",459.06164807874,-0.697134148781794,0.390020596651346,0.00043328015779575,0.0241880131925634
"CSRP3",9.46356543247236,-0.713654304306963,1.15712076697092,0.000626960115194478,0.0324652309717965
"COL18A1",4455.29996928475,-0.747323484358345,0.217257577377859,2.36006777453618e-05,0.00272855909458112
"SPTBN2",1352.2132316774,-0.791620087200027,0.280776081747621,7.84165522088754e-05,0.00676332390241734
"PROM2",895.858360226965,-0.824407043586243,0.393088767563494,0.000267287376985652,0.0174981989246712
"ACACB",859.777127033978,-0.848342313572766,0.41974080421439,0.000306568248673125,0.0192206500831562
"MUC16",6006.28830987625,-0.851097280349817,0.57776274954956,0.000813528719697119,0.0397045858077327
"AK4",1277.43292306233,-0.863179848123595,0.219732431926452,9.49900657759952e-06,0.00142206421837717
"ZFHX4",234.99461511959,-0.873680193498037,0.470544590827879,0.000407832444041839,0.0234344399318803
"FASN",4168.82164531284,-0.895753268340849,0.281613730679878,4.57412168113944e-05,0.00441199748664225
"PADI1",362.551671359804,-0.898637118952622,0.541433989822964,0.000574315496178795,0.0303958341013329
"C15orf52",245.017366372152,-0.914060363241511,0.513962729474166,0.000466376376411867,0.0255973108144439
"IGF2",1856.53180126794,-0.967777996372103,0.483000758499914,0.000318882624487009,0.0194845127687999
"FOSL1",224.626649886822,-0.998725516850863,0.478089480152413,0.000277028745640681,0.0178491920264377
"FAM83A",2784.90557982148,-1.00213492409604,0.235584725020608,4.44408760670937e-06,0.000778957764268489
"FGFR3",583.060626487425,-1.02830635271605,0.171903548082957,1.25850226103079e-09,7.59809087298625e-07
"GPER1",51.487834680694,-1.07320871097283,0.843011984951613,0.000912114212838428,0.0432220168124396
"SLC15A1",484.466101500894,-1.09124356873713,0.602045705223186,0.000413073778704488,0.0234751622244305
"KLHL41",32.3814106920193,-1.09436199905281,0.910223120180186,0.000933747976898614,0.0434971227444499
"OBSCN",462.404247325739,-1.10826593045503,0.511927233091791,0.000238790627884154,0.0163551513661328
"CDON",130.349371265434,-1.12395894149597,0.262686933580402,4.1860324737736e-06,0.000749851817087731
"FSCN2",31.2717757041664,-1.23101114495299,0.721166021906639,0.000425034931027137,0.0238092591432074
"GPT",195.664476202465,-1.37390067949567,0.746755196457403,0.000298762807100161,0.0188085654507039
"CCDC152",40.1022717916858,-1.39868621927651,0.802828895290157,0.000322756701619664,0.019631555944411
"L1CAM",56.828326192522,-1.44432278209196,0.670142596854588,0.000182602272105341,0.0131707948565892
"CDHR2",382.492913776563,-1.53311573727123,0.647460003284564,0.000123373960903208,0.00935404156596836
"KISS1",75.6424739365302,-1.63683962869011,0.628155174136034,7.79350961349054e-05,0.00676332390241734
"CMYA5",169.572053033083,-1.73503770223905,0.477298962534603,1.23630793177795e-05,0.00167942129965936
"TNNC2",13.6553544251015,-1.94736144349319,1.25974288145145,7.07439257837167e-05,0.00623349586054251
"CYP26A1",34.260077293317,-2.17763878366787,0.818728125601659,2.60513617994657e-05,0.00286981196227096
"TNNT3",42.4013338411323,-2.36609293229505,0.917146433710378,1.71896048593978e-05,0.00217215309157399
"DES",166.023665171206,-2.49541653551177,0.520645070547135,5.45635757253946e-08,2.11771630452299e-05
"NCCRP1",154.569565994917,-2.77272437175349,0.996804594010569,3.91418959202845e-06,0.000725059142496089
"MYBPC2",32.2868852955064,-3.01516690917769,0.726037941990196,1.6951474974061e-07,5.63930599086059e-05
"DSG1",449.813728258179,-3.37385206410106,0.70990107467894,6.45134723158681e-09,3.3923681039386e-06
"XIRP2",127.485057147571,-3.92758251094437,0.691643202970835,1.64654918651382e-11,1.78935988595746e-08
"INS-IGF2",472.622506710653,-4.50851283622957,0.37909203517221,2.25955901802218e-35,3.68330715527795e-31
