Cell_types,J1798_P28_Baseline,J1798_P42_C1D1,J1798_P28_C1D1,J1798_P41_Baseline,J1798_P41_C1D1,J1798_P7_Baseline,J1798_P7_C1D1,J1798_P19_Baseline,J1798_P19_C1D1,J1798_P42_Baseline,J1798_P8_Baseline,J1798_P38_C2D1,J1798_P8_C1D1,J1798_P5_Baseline,J1798_P5_C1D1,J1798_P5_C2D1,J1798_P1_Baseline,J1798_P1_C1D1,J1798_P38_Baseline,J1798_P38_C1D1,J1798_P27_Baseline,J1798_P24_C1D1,J1798_P27_C1D1,J1798_P9_Baseline,J1798_P9_C1D1,J1798_P40_Baseline,J1798_P40_C1D1,J1798_P30_Baseline,J1798_P30_C1D1,J1798_P24_Baseline,J1798_P34_Baseline,J1798_P6_C1D1,J1798_P34_C1D1,J1798_P3_Baseline,J1798_P3_C1D1,J1798_P18_Baseline,J1798_P18_C1D1,J1798_P33_Baseline,J1798_P33_C1D1,J1798_P6_Baseline,J1798_P44_Baseline,J1798_P22_C2D1,J1798_P44_C1D1,J1798_P44_C2D1,J1798_P14_Baseline,J1798_P14_C1D1,J1798_P26_Baseline,J1798_P26_C1D1,J1798_P22_Baseline,J1798_P22_C1D1,J1798_P15_Baseline,J1798_P39_C2D1,J1798_P15_C1D1,J1798_P15_C2D1,J1798_P12_Baseline,J1798_P12_C1D1,J1798_P12_C2D1,J1798_P39_Baseline,J1798_P39_C1D1,J1798_P21_Baseline,J1798_P21_C1D1,J1798_P25_Baseline,J1798_P25_C1D1,J1798_P25_C2D1
TcEFF_II,0.267067700365598,0.384667955401949,0.284810559899221,0.536373096206603,0.370872716483703,0.747330072861563,0.544894574745321,0.275980874701167,0.35379216500752,0.441128091635015,0.356372032324449,0.494434931506849,0.3039226790501,1.09708554948479,0.838623156012517,0.816541294773356,0.213206553038193,0.180172064321427,0.655322899341834,0.52695711659327,0.37754155066228,2.69687964338782,0.466882243941431,0.217162775257276,0.268842124779828,0.45135481923164,0.402444477567447,0.788661692917012,0.516479479958593,6.27226165405715,0.0870671756747706,0.229702460177751,0.437944309779398,0.685395848304476,0.460030018908014,1.45294718001057,0.680029791781354,1.06239712703876,0.943144170140002,0.269035729493284,0.811635949021461,0.335130409441935,0.863026574382637,0.679641092420486,0.335129705819861,0.395454952133846,0.325121718454297,0.154667794728076,0.313199719768672,0.237505426871313,0.31736931550605,0.43583705317915,0.301358147869113,0.236339853736845,0.653447836578091,1.17704127491404,0.744842773405875,0.643785146402947,0.559858611977653,0.757555853323174,0.596674642868146,1.05670767354585,0.984369002912468,0.176785812938512
TcEFF_III,0.458941582181658,1.47814031593541,0.406676616779176,1.36127140289471,1.08506760479803,0.37803173969458,0.325752191423833,1.30080157502461,1.98094965265344,1.21571911355684,1.59279894259566,1.23287671232877,1.70083437157851,1.92895755133984,2.02235136343317,2.60942432864326,0.4166105059367,0.525501854270829,1.06187897138471,0.945957501389542,0.866869147051379,1.82949479940565,1.07728081967809,0.33750138320239,0.656345601186614,0.772888519888293,1.13032245242709,0.787510361978447,0.566569084695956,2.57000233991108,0.120554550934298,0.152419389463741,0.458313812559835,1.65484793838895,1.61400362566032,2.14634096305832,2.80431333182216,1.04102092729954,1.38399059527626,0.0832268803468432,0.812386074667507,0.850575550050998,1.33299154063061,0.865159920797731,0.579474995653938,0.490292565089022,0.464228523365091,0.0819607117362451,0.700578320535187,0.490333784508517,0.411556338172362,0.797862992513444,0.748304860418236,0.31511980498246,0.936708481333273,1.38106176256581,1.50425855759578,0.848038265141232,0.774550155977558,0.588528940385171,0.674725026444702,0.17978488675438,0.301782851810321,0.108649614201794
TcEFF_IV,0.409676666580237,2.25528674360026,0.549081896728786,0.893009176047678,0.449285805111686,1.15655255015471,0.700860775487641,1.99163268176065,3.52789515147175,2.15479857642731,2.19511787046797,1.24571917808219,2.5106656095443,1.73185895856582,1.93473401877515,1.94488833456756,1.22532501746088,1.42486074200862,2.1166503191323,1.87801958185472,1.27815742849911,2.10252600297177,1.48057987864695,0.632123492309395,1.3145452859924,1.52011472563967,3.41580960898296,1.90545270332504,1.12312024844444,3.70485921534982,0.428638403321948,0.908076080889614,1.22828101766036,2.12194758179328,3.12664470478158,1.85195632439751,4.86221301123668,4.34364378700755,5.188628834028,0.629040374714512,1.10193457404115,1.82318228180096,2.03195761770486,1.51447582011809,0.578509203994514,0.688914735617786,0.931692088704851,0.18242868096132,1.79952470568842,1.23604974844855,0.892729171358955,1.37780745843731,1.38258231353465,0.610916225697128,2.70071789338009,2.42256495127762,3.25301985167913,1.67668541141491,1.32966420344693,2.36812835535938,2.32405286886509,1.3785603379453,1.76855287220512,0.331473399259709
TcEFF_V,1.41831099126196,6.88692324214555,1.16115074420452,8.5952133194589,5.96151400839232,0.217087533685997,0.341546237068625,19.6649557024329,17.1696626799398,6.42402129377636,15.6770232060098,0.532962328767123,18.3108694831427,4.7158736829901,5.67545820295038,4.88755505320186,12.6478048302312,10.559584403105,0.572874465151321,0.770661422036,2.78199611912596,8.17607726597325,2.84671002434328,1.0318689830696,1.25150644294058,1.47784738470828,2.54384657425349,9.41097909183016,5.40633800465277,11.774952551803,1.70785613823589,0.45081791249839,1.19568981321166,0.853524602389055,0.955147073156469,3.64698460891462,4.07046403937696,7.80658814475962,6.18788073100353,0.360004645221229,0.999167360532889,1.93064257613289,1.05613945142271,1.07030093294565,1.0102180757567,0.497450120783752,0.276596088834253,0.144092219020173,1.65803535859994,1.79278289960927,1.48856446692193,2.34613897578292,3.4768178208548,1.39574290980439,20.0410652998216,18.0665135324079,19.0825480099744,2.59582444573719,2.19080266170069,4.83872380301796,8.6820781941606,0.890123774979727,1.19885307464798,0.837891092573154
TcEFF_VI,0.94121917701662,1.26920898990491,0.564143993646534,2.80200548670892,3.81257152545246,0.212097015670227,0.367211561241412,2.21487835747434,1.95087015684309,1.4878727158537,3.41648680754237,0.522260273972603,3.91890361309322,1.09418704076753,0.75994635672776,0.752231359862805,1.36378674443396,1.12307253427023,0.253031401481229,0.185984864679978,0.719227199865013,1.2667161961367,0.735748283254006,0.257275644572314,0.36340038935756,0.387953807834554,0.571371789138968,0.916459427097725,0.60552766615835,1.2674518368302,0.154041926193825,0.459404920355502,0.152771270853278,0.672515016338318,0.863530925323093,0.679033556771616,0.893753440626923,1.12225048630854,1.41605215346799,0.425811945960593,0.315052771339199,0.617441352178348,0.352046483807571,0.536934301361066,0.638388286878754,0.515344010020578,0.790967762806722,0.313301430346615,0.63189417146311,0.914268202364839,0.831302852228752,0.616850022846297,0.300340046018204,0.597538498127118,2.63177614915396,4.03475481873564,3.51209559895074,0.833818111305022,0.702195547226209,0.565758475429793,1.60105984205067,0.448833598400795,0.660008880393146,0.906027291309872
TcEM,2.23507143412762,2.06002382207643,2.04022949158576,0.993283511493709,0.635781799686348,1.33122068070666,1.01279317697228,1.6523695682745,2.03251450261405,1.93498220534139,0.660877712526561,1.32277397260274,0.883452259599048,1.23911247663077,0.94590970049173,1.03090774447519,0.953302863584566,0.998453523114574,1.37177136196284,1.0282611484031,1.63460727242048,0.527488855869242,2.23812811103441,0.748312493083988,1.04014091035506,0.397011095176994,0.514234610225071,0.568757483651101,0.366210665746502,0.913865273119622,0.167436876297636,1.95783779142158,0.462387713115923,25.3467655552994,25.5570066860295,3.80545996317628,3.8810271688093,1.17996622560441,1.768729293577,1.95099291603763,3.2277906549347,3.05624362523678,4.5578056908485,3.89232772614567,0.781325452473392,0.909009573230742,0.570984908529188,0.432276657060519,2.43141887715153,1.80044436499221,4.27117672352014,1.22491300833011,3.17953208038932,2.84499672988882,0.587503559492229,0.784694183276027,0.644450921338126,1.31601060047831,0.928748502496827,4.73012620092308,4.89252667577254,1.37667448248983,1.477306080059,1.41981106016242
TcN,3.1218399149532,5.84421924120829,2.64134408675768,4.20206224576672,3.2552028143941,7.25621319492963,4.75005922767117,2.65609618900295,2.51951586335315,7.69207763854413,4.46719871505295,6.41481164383562,4.02272813078114,6.75642381994464,5.8131426016987,4.04567954164555,0.650647584271728,0.740206897587196,7.04507654910657,9.1153961263842,4.20568632413735,4.57838038632987,5.62438687643062,0.336118180812216,0.42458514879021,9.59468639142577,9.71828886570279,4.11370544349268,4.24759848172843,4.19884044406313,1.07829348335677,3.25232922588124,1.87195730552217,6.30076064702453,5.42484551958051,1.50064364585631,1.37463165052945,7.7125328659071,10.2810729934808,3.43165718267332,4.82555828101207,0.914323182281801,7.45620780996326,6.34153302770296,12.5997179888354,14.520891115684,9.12767093153034,9.54445707638209,0.991799112600794,0.612917230635646,5.50175065009521,2.50606305578011,5.38270448575676,4.79665854093585,0.692414909401556,0.930219286356308,0.830661614689595,3.29261198371146,2.9878894990926,6.14189502815656,7.08512626703501,4.65051955317798,4.47933050866591,3.92243522457323
ThCM_I,2.61363341717012,2.59504422705173,2.90972326820118,2.13319458896982,2.98605518586021,4.06727218285258,6.04517097054411,1.79475460554071,1.55124256964836,2.61387086162036,0.74787933544145,5.15625,0.924982066674218,5.43325459051318,4.51855163164953,2.72440269711969,0.94472558846234,1.51494677416933,3.44719746399989,1.92825687288897,1.22964650299502,0.852526002971768,4.42357301166297,1.45236250968242,1.43320663761936,0.963091554079553,0.814825855815571,1.58768536428111,1.5772659980632,0.597977276863479,0.488915678789096,3.47344467820188,2.23249750473591,1.80128265968842,1.38203933646518,5.18558028135786,1.98018198892523,2.00294991556401,3.23554558084856,2.5122904811675,3.50233664138743,6.75542765554422,4.34931214218576,4.08854956385237,3.78976647157675,5.6437326652948,1.76795043915695,3.52034476376808,4.5798590601261,5.55711622442986,4.19541759659289,2.79779269621454,3.21923805257478,5.23960996492062,0.707402245102888,0.784694183276027,0.751319667087665,3.68948354986749,2.74354442691591,0.85914715850871,1.71916239614678,2.29948641869763,2.8582824717596,3.98320534777084
ThCM_II,1.05012056939871,0.347568000312421,0.659993701304925,0.652729164695866,1.1719577840885,0.622567122467312,1.15691384348101,0.516804950077345,0.525674998209554,0.334958279749978,0.470143385366996,1.41267123287671,0.738097934835957,1.05505717308445,0.89584264640143,0.555403983318393,0.503608582176422,0.536011891356245,0.380968626949266,0.14750523750481,0.246772968868641,0.293462109955423,0.683065072848163,0.177049905942237,0.444980068601094,0.181145746848819,0.231032940825756,0.320070000921065,0.244882512049333,0.278189428801706,0.348268702699082,0.624704821604912,0.501089768398753,0.105758409827397,0.272899163758991,0.285153064626147,0.380492859687186,0.553643573245548,0.708026076733996,0.603878759725932,0.266294604346228,1.03089028121813,0.529778689224985,0.870511425462459,0.30519016437774,1.06289702066744,0.265273441922909,0.248526029135711,0.484910092448865,0.901499093393263,1.73426974344274,0.813679659765913,0.390951110749119,1.28574826089542,0.47210107459197,0.734759098885734,0.736746656303637,0.966970460862258,0.492248567734589,0.122610195913577,0.353280683557044,0.551927029966243,1.28690443041309,2.16562620849677
ThCM_III,0.82972489433972,1.41565618104778,0.505264887513522,0.490965849966891,0.277624719196372,0.921998203413514,0.35141751559662,1.15314301785965,1.2447181837714,1.22917725872536,0.326256085930834,1.09375,0.345452486125269,2.40866074404719,1.8131426016987,1.1985033324239,0.599183933538371,0.807771421707731,2.3867400173426,1.41412629868742,1.51227537332321,0.258172362555721,3.04109290411656,0.318136549739958,0.613701677945675,0.875537776435957,0.834699657176926,1.09261306069817,0.687897238393125,0.356186464914333,0.180831826401447,1.20432785195998,0.358503248935693,0.556587528642903,0.588682481822966,0.726730022617356,1.00871085780901,0.284303456531498,0.494282355455809,1.38388882437193,0.510085439311085,3.48790616348536,0.991198837904811,0.697479441302913,1.13577099148172,1.51740180728281,1.02550830597027,0.872484995901964,3.58805994752531,1.06749751002375,2.54100206801941,1.12122596745281,0.994685508338254,1.03603067958856,0.214318900529053,0.292476922857428,0.220214385180867,1.12597763557624,0.589512140154436,1.07108764001646,2.17822188902468,0.822861597068123,0.58098843291164,0.906027291309872
ThCM_IV,2.20136386029507,7.70898014176088,1.5199025071545,4.55869832560779,1.94761157970584,5.04790897295139,2.12035062781331,4.03248488257629,5.28539712096254,8.46218261207644,2.26036908765414,2.04409246575342,1.80277117076302,6.79555368762772,5.61823871256147,5.17792415325252,3.91123745573513,3.7250574298455,5.56242625840477,4.82598657488563,10.4551590314688,2.25668647845468,10.9126912037205,2.97941794843421,4.0140910355057,4.34900747226206,5.1994832811646,10.1086856406005,7.8162045436837,2.82999246028651,3.37552742616034,4.91606199819673,5.50995050210824,3.72798394641574,3.40149314828171,5.12403645446013,7.18726725170817,3.50783437720442,4.4218232339425,5.97491580536523,3.24879417302398,9.09223371703337,4.89447150303341,3.64259084179168,5.21527496088544,5.15880826697683,5.05475308542128,2.36231922375274,11.9771419151888,5.31705697576423,8.5484960789533,5.68872798847141,5.53134735598949,3.83643498424401,1.29190833745485,1.23839009287926,0.880857540723469,6.830844806412,4.44921536764444,9.1957646935183,7.89643946473868,3.11543321242904,2.22235601345605,2.17483380292065
ThCM_V,1.38978919801903,3.18278562083846,1.2871246456984,1.37262321445464,0.599754164370788,1.66059486974748,0.734423122482824,1.13908029812966,1.61283391821242,2.91892215210695,1.90232394719671,1.2521404109589,2.10291841280628,1.597078303213,1.70406794814484,2.09884242117161,1.70565242430555,2.09900454934462,2.14650233840818,2.46269613921074,2.43609212857504,1.71062407132244,2.07826181738909,1.03463538784995,1.71502734773338,1.83108159106348,2.96368062801212,2.72865432439901,2.49780162290319,1.48194368613993,1.50023441162682,2.68343995534756,2.49526409060355,0.834542323702087,1.4600105261106,2.01966325269382,3.40014895890677,1.43220538252709,1.96644223575932,2.78519722835133,1.09968419710301,2.80489581815533,1.73972485687431,1.61437057385968,0.86728091016206,0.966270018788584,3.59251411287061,1.78991618856251,3.55097050702639,1.89748959317619,1.9042158930363,1.78904080700151,2.13495958135652,1.40614780902551,0.716394646523688,0.806094933729009,0.625020240292756,1.79432486587809,1.38541283641928,4.4218491369118,3.92613968964703,1.40810540674759,1.402048511029,0.867355394729573
ThCM_VI,0.378561983042497,0.400288989123855,0.569621119798442,0.490965849966891,0.214046539227737,0.823435472602056,0.294164100134249,0.174026156658698,0.315118527537062,0.438137392708676,0.337967842861684,0.224743150684932,0.241627968437347,0.61883161113607,0.556101922217255,0.861363370620104,0.453370256460526,0.460940197888984,0.409399121497718,0.576125529094874,0.495655108411373,0.462481426448737,0.486865530647095,0.35963262144517,0.589598590896449,0.603819156162729,0.812341630645402,0.879616837063646,0.652277963913223,0.601877128669111,0.227714151764785,0.706281396247478,0.798484508993135,0.153214106544819,0.192978694372429,0.48927342383695,0.843560765519251,0.863598469464099,1.34925724056856,0.714202763906631,0.340557043304754,0.504516975083783,0.700675040587883,0.667154248202786,0.186397790268683,0.252303838239241,0.635685748022581,0.280252756259419,0.429962773191203,0.298797149934878,0.376748090665247,0.499103722189027,0.7554315733746,0.435519353112551,0.538045351677832,0.642022513589476,0.616924123190518,0.435653803891151,0.374820596154531,0.480807125403957,0.36663140706356,0.407973396865708,0.488421623004734,0.274386313831648
